split,record_index,record_id,source,template_family,error_category,text,gold_entity,predicted_entity,gold_span,predicted_span,gold_text,predicted_text,prediction_confidence,gold_label_probability
test,414,36165,gretel_finance_pii,,false positive,"---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
**White and Sons Customer Support Log**
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------

**Timestamp: 2023-04-17 10:00:00 UTC-0500 (EDT) | Agent: Pat*

**Pat: Good morning! Welcome to White and Sons customer support. How can I assist you today, Mr. Tlustek?

Anselm Tlustek: Hi Pat, I recently had a new air conditioning system installed at my apartment in Colefort. However, it' (064 Lisa Dale) not cooling properly.

Pat: I'm sorry to hear that, Mr. Tlustek. I'll be happy to assist you.

*Pat reviews the installation summary for 064 Lisa Dale, Colefort*

Pat: I see that our technician installed a new AC unit on April 15th. Let's walk through a few troublesh thermostat settings.

*Pat guides Mr. Tlustek through the thermostat settings*

Pat: I believe we've resolved the issue, Mr. Tlustek. The AC unit should now be cooling your apartment.

Anselm Tlustek: Great, thank you, Pat. I appreciate your assistance.

Pat: You're welcome, Mr. Tlustek. Don's hesitate to reach out if you have any other questions or concerns.

---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
**End of the Customer Support Log**
---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------",,STREET_ADDRESS,,"[665,673)",,Colefort,0.7221134603023529,
test,415,synthetic-00001581,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 405-87-6533 was replayed after a warehouse timeout. log_sequence=1581,BUSINESS_ID,SSN,"[21,32)","[21,32)",405-87-6533,405-87-6533,0.9976090689500173,
test,434,36369,gretel_finance_pii,,boundary-too-short,"Bill of Lingering Modes

                                                                                                       Ref: BLD-21-003478

Date: 2023-04-12

Seller/Shipper: Dunn, Vazque3 and Davis
                        369 Barnes Ridge
                        Anytown, USA

Buyer/Consignee: Silvia Gentilini-Cimini

Goods:
- 100 units of stainless steel fittings
- 50 units of brass valves
- 250 kg of rubber seals

Carrier: Global Shipping Inc.

Vessel/Flight: GS-21-003478

Invoice: 21-003478-IN

Incoterms: FOB (Free on Board)

Shipment Description:
- Mode of Transportation: Ocean, Air, Land
- Port of Loading: New York, USA
- Port of Discharge: London, UK
- Delivery Address: 45 King's Cross, London, UK

Cargo Details:
- Total Weight: 5000 kg
- Total Volume: 12 m³
- Palletized: Yes
- Packaging: Wooden crates
- Markings: Dunn, Vazquez and Davis

Dangerous Goods: N/A

Notification: Silvia Gentilini-Cimini

Carrier’s Responsibility:
- The Carrier shall be responsible for the goods from the time they are loaded on board the ship at the Port of Loading until they are discharged at the Port of Discharge.

Consent:
- The information contained in this Bill of Lading is true and accurate to the best of my knowledge and belief.

_____________________
Silvia Gentilini-Cimini
Date: 2023-04-12

_____________________
John Doe
Global Shipping Inc.
Date: 2023-04-12",STREET_ADDRESS,STREET_ADDRESS,"[692,719)","[692,708)","45 King's Cross, London, UK","45 King's Cross,",0.7548943062623342,
test,434,36369,gretel_finance_pii,,false negative,"Bill of Lingering Modes

                                                                                                       Ref: BLD-21-003478

Date: 2023-04-12

Seller/Shipper: Dunn, Vazque3 and Davis
                        369 Barnes Ridge
                        Anytown, USA

Buyer/Consignee: Silvia Gentilini-Cimini

Goods:
- 100 units of stainless steel fittings
- 50 units of brass valves
- 250 kg of rubber seals

Carrier: Global Shipping Inc.

Vessel/Flight: GS-21-003478

Invoice: 21-003478-IN

Incoterms: FOB (Free on Board)

Shipment Description:
- Mode of Transportation: Ocean, Air, Land
- Port of Loading: New York, USA
- Port of Discharge: London, UK
- Delivery Address: 45 King's Cross, London, UK

Cargo Details:
- Total Weight: 5000 kg
- Total Volume: 12 m³
- Palletized: Yes
- Packaging: Wooden crates
- Markings: Dunn, Vazquez and Davis

Dangerous Goods: N/A

Notification: Silvia Gentilini-Cimini

Carrier’s Responsibility:
- The Carrier shall be responsible for the goods from the time they are loaded on board the ship at the Port of Loading until they are discharged at the Port of Discharge.

Consent:
- The information contained in this Bill of Lading is true and accurate to the best of my knowledge and belief.

_____________________
Silvia Gentilini-Cimini
Date: 2023-04-12

_____________________
John Doe
Global Shipping Inc.
Date: 2023-04-12",PERSON_NAME,,"[182,186)",,Dunn,,,0.009979324415326118
test,434,36369,gretel_finance_pii,,false negative,"Bill of Lingering Modes

                                                                                                       Ref: BLD-21-003478

Date: 2023-04-12

Seller/Shipper: Dunn, Vazque3 and Davis
                        369 Barnes Ridge
                        Anytown, USA

Buyer/Consignee: Silvia Gentilini-Cimini

Goods:
- 100 units of stainless steel fittings
- 50 units of brass valves
- 250 kg of rubber seals

Carrier: Global Shipping Inc.

Vessel/Flight: GS-21-003478

Invoice: 21-003478-IN

Incoterms: FOB (Free on Board)

Shipment Description:
- Mode of Transportation: Ocean, Air, Land
- Port of Loading: New York, USA
- Port of Discharge: London, UK
- Delivery Address: 45 King's Cross, London, UK

Cargo Details:
- Total Weight: 5000 kg
- Total Volume: 12 m³
- Palletized: Yes
- Packaging: Wooden crates
- Markings: Dunn, Vazquez and Davis

Dangerous Goods: N/A

Notification: Silvia Gentilini-Cimini

Carrier’s Responsibility:
- The Carrier shall be responsible for the goods from the time they are loaded on board the ship at the Port of Loading until they are discharged at the Port of Discharge.

Consent:
- The information contained in this Bill of Lading is true and accurate to the best of my knowledge and belief.

_____________________
Silvia Gentilini-Cimini
Date: 2023-04-12

_____________________
John Doe
Global Shipping Inc.
Date: 2023-04-12",PERSON_NAME,,"[200,205)",,Davis,,,0.0026965730357915163
test,434,36369,gretel_finance_pii,,false positive,"Bill of Lingering Modes

                                                                                                       Ref: BLD-21-003478

Date: 2023-04-12

Seller/Shipper: Dunn, Vazque3 and Davis
                        369 Barnes Ridge
                        Anytown, USA

Buyer/Consignee: Silvia Gentilini-Cimini

Goods:
- 100 units of stainless steel fittings
- 50 units of brass valves
- 250 kg of rubber seals

Carrier: Global Shipping Inc.

Vessel/Flight: GS-21-003478

Invoice: 21-003478-IN

Incoterms: FOB (Free on Board)

Shipment Description:
- Mode of Transportation: Ocean, Air, Land
- Port of Loading: New York, USA
- Port of Discharge: London, UK
- Delivery Address: 45 King's Cross, London, UK

Cargo Details:
- Total Weight: 5000 kg
- Total Volume: 12 m³
- Palletized: Yes
- Packaging: Wooden crates
- Markings: Dunn, Vazquez and Davis

Dangerous Goods: N/A

Notification: Silvia Gentilini-Cimini

Carrier’s Responsibility:
- The Carrier shall be responsible for the goods from the time they are loaded on board the ship at the Port of Loading until they are discharged at the Port of Discharge.

Consent:
- The information contained in this Bill of Lading is true and accurate to the best of my knowledge and belief.

_____________________
Silvia Gentilini-Cimini
Date: 2023-04-12

_____________________
John Doe
Global Shipping Inc.
Date: 2023-04-12",,PERSON_NAME,,"[1332,1340)",,John Doe,0.9976618687311808,
test,466,51084,gretel_finance_pii,,false negative,"---
Health Insurance Claim Form

Claimant Information:

* Name: Amy Schultz
* Address: 8331 Nancy Forge, Apt. 926
* Phone: [Policyholder's phone number]
* Email: [Policyholder's email]

Policy Information:

* Policy Number: [Policy number]
* Effective Date: [Policy effective date]
* Coverage Type: Prescription Coverage

Prescription Coverage Claim:

* Prescription Details:
	+ Name: [Prescription medication name]
	+ Dosage: [Prescription dosage]
	+ Quantity: [Number of prescription refills]
	+ Prescribing Physician:
		- Name: Massimiliano A. Beccaria
		- Address: [Prescribing physician's address]
		- Phone: [Prescribing physician's phone number]

Treatment Information:

* Treating Physician:
	+ Name: [Treating physician's name]
	+ Address: [Treating physician's address]
	+ Phone: [Treating physician's phone number]
* Treatment Start Date: [Treatment start date]
* Treatment End Date: [Treatment end date]
* Brief Description of Treatment: [Brief description of the treatment]

Declaration:
I, Amy Schultz, hereby declare that the information provided in this claim form is true and accurate to the best of my knowledge. I understand that any false or misleading statements may result in the denial of this claim or future claims.

Signature: Amy Schultz
Date: [Today's date]

---",EMAIL,,"[162,183)",,[Policyholder's email,,,0.01898954389616847
test,483,40177,gretel_finance_pii,,boundary-too-short,"---
**Renovation Loan Credit Application**

Full Legal Name: Maurice Bigot

Contact Information:
- Phone: [+1]-555-555-1212
- Email: [moc.liamg@tigob.eiramuaH

Mailing Address:
933 Veronica Station

Birthdate: 01/01/1980

Employment Information:
- Employer: XYZ Inc.
- Position: Software Engineer
- Annual Income: $120,000
- Years with Current Employer: 5 years

Property Information:
- Property Address: 456 Oak Street
- Property Type: Residential
- Estimated Property Value: $500,000
- Estimated Renovation Scope and Cost:

    -- Bathroom Remodel: $25,000
    -- Kitchen Renovation: $40,000
    -- New Roof: $20,00
    -- Exterior Painting: $10,000
    -- New Windows: $15,000

Loan Information:
- Amount Requested: $100,00
- Loan Purpose: Property Renovation
- Loan Type: Secured
- Loan Term: 15 years
- Interest Rate: 5.5%
- First Mortgage Holder: ABC Bank
- First Mortgage Balance: $250,

Personal Financial Information:
- Bank Name: DEF Bank
- Bank Account Type: Chequing
- Bank Account Number: BBAN: OIPN59850481630096
- Average Bank Account Balance: $50,00

Declaration:
- I confirm that all the information provided above is true and accurate.
- I authorize the lender to verify the information provided and obtain a credit report.

Signature: Maurice Bigot
Date: 01/01/2023

---",EMAIL,EMAIL,"[133,158)","[134,158)",[moc.liamg@tigob.eiramuaH,moc.liamg@tigob.eiramuaH,0.9376843683421612,
test,484,34199,gretel_finance_pii,,boundary-too-short,"MERGER AGREEMENT

This Merger Agreement (the ""Agreement"") is entered into as of March 1, 2023, by and between Saban Oderwald-Langern (""Saban"") and Daniel Thompson-Garcia (""Daniel"").

WHEREAS, Saban is the sole shareholder of Parker Road Inc., a corporation organized and existing under the laws of the State of Delaware (the ""Corporation"");

WHEREAS, Daniel is the sole shareholder of Thompson-Garcia Acquisitions Ltd., a corporation organized and existing under the laws of the Province of Ontario, Canada (the ""Acquirer"");

WHEREAS, the Corporation and the Acquirer desire to effect a merger (the ""Merger"") whereby the Acquirer will acquire all of the outstanding shares of the Corporation in exchange for shares of the Acquirer;

NOW, THEREFORE, in consideration of the mutual covenants and promises contained herein, the parties hereto agree as follows:

1. MERGER. Upon the terms and subject to the conditions set forth in this Agreement, at the Effective Time (as defined below), the Corporation shall be merged with and into the Acquirer, with the Acquirer continuing as the surviving corporation (the ""Surviving Corporation"") and the Corporation ceasing to exist.

2. EFFECTIVE TIME. The Merger shall become effective upon the filing of the certificate of merger with the Secretary of State of Delaware and the Minister of Finance of Ontario, Canada (the ""Effective Time"").

3. SURVIVAL OF AGREEMENT. This Agreement shall survive the Merger and shall be binding upon and inure to the benefit of the parties hereto and their respective successors and permitted assigns.

4. GOVERNING LAW. This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware and the laws of the Province of Ontario, Canada.

5. NOTICES. All notices, requests, demands and other communications required or permitted hereunder shall be in writing and shall be deemed given when delivered personally or sent by confirmed facsimile or email, as follows:

If to Saban:
Saban Oderwald-Langern
957 Parker Road
Wilmington, DE 19",STREET_ADDRESS,STREET_ADDRESS,"[2011,2026)","[2011,2013)",957 Parker Road,95,0.7708537578582764,
test,484,34199,gretel_finance_pii,,false negative,"MERGER AGREEMENT

This Merger Agreement (the ""Agreement"") is entered into as of March 1, 2023, by and between Saban Oderwald-Langern (""Saban"") and Daniel Thompson-Garcia (""Daniel"").

WHEREAS, Saban is the sole shareholder of Parker Road Inc., a corporation organized and existing under the laws of the State of Delaware (the ""Corporation"");

WHEREAS, Daniel is the sole shareholder of Thompson-Garcia Acquisitions Ltd., a corporation organized and existing under the laws of the Province of Ontario, Canada (the ""Acquirer"");

WHEREAS, the Corporation and the Acquirer desire to effect a merger (the ""Merger"") whereby the Acquirer will acquire all of the outstanding shares of the Corporation in exchange for shares of the Acquirer;

NOW, THEREFORE, in consideration of the mutual covenants and promises contained herein, the parties hereto agree as follows:

1. MERGER. Upon the terms and subject to the conditions set forth in this Agreement, at the Effective Time (as defined below), the Corporation shall be merged with and into the Acquirer, with the Acquirer continuing as the surviving corporation (the ""Surviving Corporation"") and the Corporation ceasing to exist.

2. EFFECTIVE TIME. The Merger shall become effective upon the filing of the certificate of merger with the Secretary of State of Delaware and the Minister of Finance of Ontario, Canada (the ""Effective Time"").

3. SURVIVAL OF AGREEMENT. This Agreement shall survive the Merger and shall be binding upon and inure to the benefit of the parties hereto and their respective successors and permitted assigns.

4. GOVERNING LAW. This Agreement shall be governed by and construed in accordance with the laws of the State of Delaware and the laws of the Province of Ontario, Canada.

5. NOTICES. All notices, requests, demands and other communications required or permitted hereunder shall be in writing and shall be deemed given when delivered personally or sent by confirmed facsimile or email, as follows:

If to Saban:
Saban Oderwald-Langern
957 Parker Road
Wilmington, DE 19",PERSON_NAME,,"[1315,1338)",,the Minister of Finance,,,0.00045142985254642554
test,500,45708,gretel_finance_pii,,boundary-too-long,"INVESTMENT PROSPECTUS

INTRODUCTION

We are excited to present this investment prospectus for an exciting opportunity in the entertainment industry. Our fund specializes in content production, distribution channels, and staying ahead of evolving consumer preferences. This prospectus will detail the objectives, risks, and terms of the investment.

INVESTMENT OBJECTIVES

Our primary objective is to invest in the entertainment industry, with a focus on content production and distribution channels. We aim to capitalize on the growing demand for high-quality content across various platforms, including streaming services, social media, and traditional television. Our strategy includes partnering with established production companies, investing in new content, and leveraging advanced data analytics to stay ahead of consumer trends.

INVESTMENT RISKS

Investing in the entertainment industry carries inherent risks, including but not limited to:

* Market volatility: The entertainment industry is subject to fluctuations in consumer demand, technological advancements, and economic conditions.
* Content risk: The success of our investments depends on the popularity and critical reception of the content we produce.
* Regulatory risk: The entertainment industry is subject to various regulations and scrutiny, which can impact our operations and profitability.

INVESTMENT TERMS

The minimum investment for this opportunity is $100,000. The investment period is five years, with the possibility of extension based on the fund's performance. Investors will receive quarterly reports detailing the fund's financial performance, investment strategy, and risk management.

PORTFOLIO COMPANIES

Our portfolio includes the following companies:

1. 67e:133e:13cc:be47:d6cf:e03f:a9de:8680 Entertainment: A cutting-edge production company specializing in virtual reality and interactive content.
2. Jordan Rita Davidson Productions: A well-established production company with a track record of producing successful films and television shows.
3. Mark Grove Distribution: A leading distribution company with a strong presence in both traditional and digital channels.

CONCLUSION

We believe that the entertainment industry presents a unique investment opportunity, with significant growth potential and attractive returns. Our fund's focus on content production, distribution channels, and consumer preferences positions us well to",IP_ADDRESS,IP_ADDRESS,"[1748,1786)","[1745,1786)",67e:133e:13cc:be47:d6cf:e03f:a9de:8680,1. 67e:133e:13cc:be47:d6cf:e03f:a9de:8680,0.9972742736339569,
test,500,45708,gretel_finance_pii,,false positive,"INVESTMENT PROSPECTUS

INTRODUCTION

We are excited to present this investment prospectus for an exciting opportunity in the entertainment industry. Our fund specializes in content production, distribution channels, and staying ahead of evolving consumer preferences. This prospectus will detail the objectives, risks, and terms of the investment.

INVESTMENT OBJECTIVES

Our primary objective is to invest in the entertainment industry, with a focus on content production and distribution channels. We aim to capitalize on the growing demand for high-quality content across various platforms, including streaming services, social media, and traditional television. Our strategy includes partnering with established production companies, investing in new content, and leveraging advanced data analytics to stay ahead of consumer trends.

INVESTMENT RISKS

Investing in the entertainment industry carries inherent risks, including but not limited to:

* Market volatility: The entertainment industry is subject to fluctuations in consumer demand, technological advancements, and economic conditions.
* Content risk: The success of our investments depends on the popularity and critical reception of the content we produce.
* Regulatory risk: The entertainment industry is subject to various regulations and scrutiny, which can impact our operations and profitability.

INVESTMENT TERMS

The minimum investment for this opportunity is $100,000. The investment period is five years, with the possibility of extension based on the fund's performance. Investors will receive quarterly reports detailing the fund's financial performance, investment strategy, and risk management.

PORTFOLIO COMPANIES

Our portfolio includes the following companies:

1. 67e:133e:13cc:be47:d6cf:e03f:a9de:8680 Entertainment: A cutting-edge production company specializing in virtual reality and interactive content.
2. Jordan Rita Davidson Productions: A well-established production company with a track record of producing successful films and television shows.
3. Mark Grove Distribution: A leading distribution company with a strong presence in both traditional and digital channels.

CONCLUSION

We believe that the entertainment industry presents a unique investment opportunity, with significant growth potential and attractive returns. Our fund's focus on content production, distribution channels, and consumer preferences positions us well to",,PERSON_NAME,,"[2043,2047)",,Mark,0.7118546962738037,
test,505,synthetic-00023659,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 516-79-9076 was replayed after a warehouse timeout. log_sequence=23659,BUSINESS_ID,SSN,"[21,32)","[21,32)",516-79-9076,516-79-9076,0.9978811666369438,
test,513,synthetic-00009295,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 141-68-6199 was replayed after a warehouse timeout. log_sequence=9295,BUSINESS_ID,SSN,"[21,32)","[21,32)",141-68-6199,141-68-6199,0.9960000685283116,
test,517,synthetic-00017541,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 122-26-5353 was replayed after a warehouse timeout. log_sequence=17541,BUSINESS_ID,SSN,"[21,32)","[21,32)",122-26-5353,122-26-5353,0.9869413475195566,
test,519,synthetic-00007433,securelogx_custom_logs,order_reference_ssn_shape_warn_v1,wrong entity class,WARN Order reference 618-79-1106 was replayed after a warehouse timeout. log_sequence=7433,BUSINESS_ID,SSN,"[21,32)","[21,32)",618-79-1106,618-79-1106,0.9977937681334359,
test,524,11636,gretel_finance_pii,,boundary-too-short,":20:OOFFFXXXYOURBANKN/THBKUS33:
:25:220322USD500000 :61:Washington DC :62F:USD :63F:500000 :64F:220322 :65F:220325
:71A:IQBAL RAYMOND :71B:US651234789012345 :72:/GB29ABCD12345678901234567890
:86:QUINTENWEG 6 :88E:sq0atp-3WTO6JZBRQ4QZLCMTLLZJB
:11A:YOURBANK, NEW YORK, NY :20C:USA :23B:YOURBANK :23G:THBKUS33 :23H:OOFFFXXX
:29B:ABCDE12345678901 :32A:1234567890 :33B:THBKUS33XXX :35B:WASHINGTON DC
:50K:/GB29ABCD12345678901234567890 :52A:YOURBANK :53A:IQBAL RAYMOND
:57A:THBKUS33 :59:/ Message authentication code goes here :71F:IQBAL RAYMOND

(Note: Replace YOURBANK with the actual bank name, ABCD with the actual bank code, and replace the message authentication code with an actual MAC value.)",PERSON_NAME,PERSON_NAME,"[450,463)","[451,463)",IQBAL RAYMOND,QBAL RAYMOND,0.6992469515119281,
test,524,11636,gretel_finance_pii,,boundary-too-short,":20:OOFFFXXXYOURBANKN/THBKUS33:
:25:220322USD500000 :61:Washington DC :62F:USD :63F:500000 :64F:220322 :65F:220325
:71A:IQBAL RAYMOND :71B:US651234789012345 :72:/GB29ABCD12345678901234567890
:86:QUINTENWEG 6 :88E:sq0atp-3WTO6JZBRQ4QZLCMTLLZJB
:11A:YOURBANK, NEW YORK, NY :20C:USA :23B:YOURBANK :23G:THBKUS33 :23H:OOFFFXXX
:29B:ABCDE12345678901 :32A:1234567890 :33B:THBKUS33XXX :35B:WASHINGTON DC
:50K:/GB29ABCD12345678901234567890 :52A:YOURBANK :53A:IQBAL RAYMOND
:57A:THBKUS33 :59:/ Message authentication code goes here :71F:IQBAL RAYMOND

(Note: Replace YOURBANK with the actual bank name, ABCD with the actual bank code, and replace the message authentication code with an actual MAC value.)",PERSON_NAME,PERSON_NAME,"[527,540)","[531,540)",IQBAL RAYMOND,L RAYMOND,0.6658339500427246,
test,524,11636,gretel_finance_pii,,false negative,":20:OOFFFXXXYOURBANKN/THBKUS33:
:25:220322USD500000 :61:Washington DC :62F:USD :63F:500000 :64F:220322 :65F:220325
:71A:IQBAL RAYMOND :71B:US651234789012345 :72:/GB29ABCD12345678901234567890
:86:QUINTENWEG 6 :88E:sq0atp-3WTO6JZBRQ4QZLCMTLLZJB
:11A:YOURBANK, NEW YORK, NY :20C:USA :23B:YOURBANK :23G:THBKUS33 :23H:OOFFFXXX
:29B:ABCDE12345678901 :32A:1234567890 :33B:THBKUS33XXX :35B:WASHINGTON DC
:50K:/GB29ABCD12345678901234567890 :52A:YOURBANK :53A:IQBAL RAYMOND
:57A:THBKUS33 :59:/ Message authentication code goes here :71F:IQBAL RAYMOND

(Note: Replace YOURBANK with the actual bank name, ABCD with the actual bank code, and replace the message authentication code with an actual MAC value.)",API_KEY,,"[213,242)",,sq0atp-3WTO6JZBRQ4QZLCMTLLZJB,,,0.27037054249508813
test,530,36287,gretel_finance_pii,,false positive,"1. DEFINITIONS

1. “Execution Time” means 09:30:00 Eastern Time on March 12, 2d 023, being the precise date and time when the over-the-counter derivative contract was executed between the parties, as recorded in accordance with the records of William D. Evans, located at 212 Rodrigue Social, 63119, Davidmouth.

\* * * * *

2. INTERPRETATION

2. In this Agreement:

(b) a reference to a “person” includes a natural person, a partnership, a corporation, a limited liability company, a governmental authority or a state or other public authority;

* * * * *

3. DEFINITIONS

3. “Personal Data” means any information relating to an identified or identifiable natural person (‘data subject’); an identifiable natural person is one who can be identified, directly or indirectly, in particular by reference to an identifier such as a social security number (SSN), name, or street address;

* * * * *

4. CREDIT SUPPORT

4. The Receiving Party may not use, disclose or otherwise process any Personal Data received from the Disclosing Party in connection with this Agreement except as necessary for the performance of this Agreement or as otherwise permitted by this Agreement or applicable law.

* * * * *

5. GOVERNING LAW

5. This Agreement shall be governed by and construed in accordance with the laws of the United States of America.

* * * * *

6. COUNTERPARTS

6. This Agreement may be executed in any number of counterparts, each of which shall be deemed an original, but all of which together shall constitute one and the same instrument.

* * * * *

IN WITNESS WHEREOF, the parties have executed this Agreement as of the date first above written.

Party A: [Realistic Company Name]
By: [Name]
Title: [Title]

Party B: [Realistic Company Name]
By: [Name]
Title: [Title]

SSN: 323-97-5201
Name: William D. Evans
St",,STREET_ADDRESS,,"[272,310)",,"212 Rodrigue Social, 63119, Davidmouth",0.9981250911951065,
test,559,37677,gretel_finance_pii,,boundary-too-short,"TRIPARTITE ISDA DEFINITION

This Tripartite ISDA Definition (the ""Agreement"") is entered into as of this [date] by and between [Custodian Name], a corporation organized and existing under the laws of [Custodian State] with its head office located at [Custodian Address] (the ""Custodian""), [Counterparty Name], a corporation organized and existing under the laws of [Counterparty State] with its head office located at [Counterparty Address] (the ""Counterparty""), and [Smith1358], a natural person with a mailing address of 943 Christopher Wells, Port Lisa (the ""Third-Party"").

WHEREAS, the Custodian, the Counterparty, and the Third-Party desire to establish the terms and conditions upon which the Custodian shall hold and manage collateral in connection with over-the-counter derivatives transactions between the Counterparty and the Third-Party;

NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein and for other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the parties agree as follows:

1. Appointment of Custodian. The Counterparty hereby appoints the Custodian as custodian (the ""Custodian"") with respect to the collateral delivered by the Third-Party to the Custodian pursuant to the terms of this Agreement.
2. Delivery of Collateral. The Third-Party shall deliver collateral to the Custodian in accordance with the terms of this Agreement.
3. Management of Collateral. The Custodian shall manage and hold the collateral in accordance with the terms of this Agreement and the ISDA Credit Support Annex entered into between the Counterparty and the Third-Party.
4. Governing Law. This Agreement shall be governed by and construed in accordance with the laws of the State of [Governing Law State].
5. Counterparty Representations and Warranties. The Counterparty hereby represents and warrants to the Custodian as follows:

(a) The Counterparty has full power and authority to enter into this Agreement.

(b) This Agreement",PERSON_NAME,PERSON_NAME,"[127,143)","[129,142)",[Custodian Name],ustodian Name,0.5843315124511719,
test,559,37677,gretel_finance_pii,,wrong entity class,"TRIPARTITE ISDA DEFINITION

This Tripartite ISDA Definition (the ""Agreement"") is entered into as of this [date] by and between [Custodian Name], a corporation organized and existing under the laws of [Custodian State] with its head office located at [Custodian Address] (the ""Custodian""), [Counterparty Name], a corporation organized and existing under the laws of [Counterparty State] with its head office located at [Counterparty Address] (the ""Counterparty""), and [Smith1358], a natural person with a mailing address of 943 Christopher Wells, Port Lisa (the ""Third-Party"").

WHEREAS, the Custodian, the Counterparty, and the Third-Party desire to establish the terms and conditions upon which the Custodian shall hold and manage collateral in connection with over-the-counter derivatives transactions between the Counterparty and the Third-Party;

NOW, THEREFORE, in consideration of the mutual covenants and agreements contained herein and for other good and valuable consideration, the receipt and sufficiency of which is hereby acknowledged, the parties agree as follows:

1. Appointment of Custodian. The Counterparty hereby appoints the Custodian as custodian (the ""Custodian"") with respect to the collateral delivered by the Third-Party to the Custodian pursuant to the terms of this Agreement.
2. Delivery of Collateral. The Third-Party shall deliver collateral to the Custodian in accordance with the terms of this Agreement.
3. Management of Collateral. The Custodian shall manage and hold the collateral in accordance with the terms of this Agreement and the ISDA Credit Support Annex entered into between the Counterparty and the Third-Party.
4. Governing Law. This Agreement shall be governed by and construed in accordance with the laws of the State of [Governing Law State].
5. Counterparty Representations and Warranties. The Counterparty hereby represents and warrants to the Custodian as follows:

(a) The Counterparty has full power and authority to enter into this Agreement.

(b) This Agreement",PERSON_NAME,BUSINESS_ID,"[467,478)","[473,477)",[Smith1358],1358,0.7589837511380514,
test,583,47223,gretel_finance_pii,,false negative,"**CUSTOMER AGREEMENT**

THIS LEASE AGREEMENT (the ""Agreement"") is made and entered into this ______ day of ________, 20_____, by and between EKHVUSBX091 Leasing, LLC, a limited liability company organized and existing under the laws of the State of Delaware, with its principal place of business at 1234 Main Street, Anytown, DE 19999 (hereinafter ""Lessor""), and Norberto Quique Quesada, an individual with a mailing address of 888 Day Course (hereinafter ""Lessee"").

1. **PREMISES.** Lessor hereby leases to Lessee and Lessee hereby rents from Lessor, the premises located at 888 Day Course (hereinafter the ""Premises"").

2. **TERM.** The initial term of this Lease shall commence on ___________, 20__, and shall continue in full force and effect for a period of twelve (12) months thereafter, unless earlier terminated in accordance with the provisions of this Agreement.

3. **RENT.** Lessee shall pay to Lessor as base rent for the Premises the sum of _________ per month, payable in advance on the first day of each calendar month.

4. **SECURITY DEPOSIT.** Upon the due execution and delivery of this Agreement, Lessee shall deposit with Lessor as security for any and all damages caused to the Premises during the term hereof, the sum of _________ dollars ($_______) (the ""Security Deposit"").

5. **MAINTENANCE AND REPAIR.** Lessee shall keep the Premises in clean, sanitary, and good condition. Lessee shall be responsible for the cost of all repairs to the Premises necessitated by Lessee's acts or omissions.

6. **DEFAULT.** If Lessee fails to comply with any of the material provisions of this Agreement, or of any present rules and regulations governing the Premises, Lessor may terminate this Agreement upon providing proper notice to Lessee.

7. **CUSTOMER IDENTIFICATION.** For the purpose of this Agreement, Lessee shall be identified by the customer ID: M102817-Nk.",STREET_ADDRESS,,"[428,442)",,888 Day Course,,,0.05962156178429723
test,583,47223,gretel_finance_pii,,false negative,"**CUSTOMER AGREEMENT**

THIS LEASE AGREEMENT (the ""Agreement"") is made and entered into this ______ day of ________, 20_____, by and between EKHVUSBX091 Leasing, LLC, a limited liability company organized and existing under the laws of the State of Delaware, with its principal place of business at 1234 Main Street, Anytown, DE 19999 (hereinafter ""Lessor""), and Norberto Quique Quesada, an individual with a mailing address of 888 Day Course (hereinafter ""Lessee"").

1. **PREMISES.** Lessor hereby leases to Lessee and Lessee hereby rents from Lessor, the premises located at 888 Day Course (hereinafter the ""Premises"").

2. **TERM.** The initial term of this Lease shall commence on ___________, 20__, and shall continue in full force and effect for a period of twelve (12) months thereafter, unless earlier terminated in accordance with the provisions of this Agreement.

3. **RENT.** Lessee shall pay to Lessor as base rent for the Premises the sum of _________ per month, payable in advance on the first day of each calendar month.

4. **SECURITY DEPOSIT.** Upon the due execution and delivery of this Agreement, Lessee shall deposit with Lessor as security for any and all damages caused to the Premises during the term hereof, the sum of _________ dollars ($_______) (the ""Security Deposit"").

5. **MAINTENANCE AND REPAIR.** Lessee shall keep the Premises in clean, sanitary, and good condition. Lessee shall be responsible for the cost of all repairs to the Premises necessitated by Lessee's acts or omissions.

6. **DEFAULT.** If Lessee fails to comply with any of the material provisions of this Agreement, or of any present rules and regulations governing the Premises, Lessor may terminate this Agreement upon providing proper notice to Lessee.

7. **CUSTOMER IDENTIFICATION.** For the purpose of this Agreement, Lessee shall be identified by the customer ID: M102817-Nk.",PERSON_NAME,,"[509,515)",,Lessee,,,0.0915551409125328
